Trait	PC	Delta	Trait_long	Label	stars
MCHC	PC6	0.00552005242616567	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	""
MCHC	PC7	0.0674930485224292	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	""
MCHC	PC8	-0.00172799442057888	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	""
MCHC	PC9	-0.011463565244282	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	""
MCHC	PC10	-0.0300302747600221	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	""
MCHC	PC11	0.00420192670637896	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	""
MCHC	PC12	-0.0175273432454642	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	""
MCHC	PC13	0.00907171708577134	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	""
MCHC	PC14	0.0362979103729956	Mean corpuscular hemoglobin concentration	Mean corpuscular hemoglobin concentration	""
MONC	PC1	-0.00110418300121972	Monocyte Count	Monocyte Count	""
MONC	PC2	0.0143427657834906	Monocyte Count	Monocyte Count	""
MONC	PC3	-0.00932850806771626	Monocyte Count	Monocyte Count	""
MONC	PC4	-0.00968493210786222	Monocyte Count	Monocyte Count	""
MONC	PC5	-0.00352353726489714	Monocyte Count	Monocyte Count	""
MONC	PC6	-0.110721471971829	Monocyte Count	Monocyte Count	""
MONC	PC7	0.00205523780991562	Monocyte Count	Monocyte Count	""
MONC	PC8	0.0340188586395548	Monocyte Count	Monocyte Count	""
MONC	PC9	0.0192216549774649	Monocyte Count	Monocyte Count	""
MONC	PC10	0.00303824363714689	Monocyte Count	Monocyte Count	""
MONC	PC11	-0.0382995318788316	Monocyte Count	Monocyte Count	""
MONC	PC12	-0.00695146224227729	Monocyte Count	Monocyte Count	""
MONC	PC13	-0.0258168647285347	Monocyte Count	Monocyte Count	""
MONC	PC14	0.000962745945899814	Monocyte Count	Monocyte Count	""
MONPL	PC1	-0.00131259670776414	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC2	-0.0581973628409267	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC3	-0.00177219937809912	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC4	-0.00482834082012385	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC5	-0.00502335562619257	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC6	-0.0981208580565243	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC7	0.00166227371763988	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC8	-0.00102545337569996	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC9	-0.0025334776119573	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC10	0.00826869241343653	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC11	-0.0156294619705277	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC12	-0.00038291901065108	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC13	-0.0122746205888913	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MONPL	PC14	-0.00197518294583077	Monocyte percentage of leukocytes	Monocyte percentage of leukocytes	""
MWCC	PC1	-0.00022936927604819	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC2	0.0964604461986001	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC3	-0.00906883171962043	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC4	-0.00233248964786935	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC5	-0.00572999029381964	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC6	-0.0318920455846835	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC7	0.00320841540339352	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC8	0.0283356948386673	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC9	0.00363254383957431	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC10	-0.000550382445486232	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC11	-0.0335609642163498	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC12	-0.00701886105563394	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC13	-0.0176838472787552	Myeloid White Cell Count	Myeloid White Cell Count	""
MWCC	PC14	0.00697886268769714	Myeloid White Cell Count	Myeloid White Cell Count	""
NEEOC	PC1	-0.000276754623085467	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC2	0.099195706239622	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC3	-0.00821508112233255	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC4	-0.00116434530138779	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC5	-0.00519548350145724	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC6	-0.0195293346779159	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC7	0.00320786002710263	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC8	0.0250949938689554	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC9	0.00119358639490142	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC10	-0.000864785874904146	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC11	-0.0321785013988911	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC12	-0.00647152548059484	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC13	-0.0152085763759544	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEEOC	PC14	0.00775814941148715	Sum of neutrophil and eosinophil counts	Sum of neutrophil and eosinophil counts	""
NEPGR	PC1	-0.00252838459823701	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC2	0.0284022229700858	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC3	0.00108363158373322	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC4	0.00186176368624512	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC5	0.0833272124685246	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC6	0.00577371948552601	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC7	0.00526727441758298	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC8	-0.0518180372200838	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC9	-0.0082097669490429	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC10	0.0097888345822019	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC11	-0.0296876370565223	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC12	0.0011500417205569	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC13	0.00925816638618044	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPGR	PC14	0.00864035225835434	Neutrophil Percentage of Granulocytes	Neutrophil Percentage of Granulocytes	""
NEPL	PC1	-0.00245694155580441	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC2	0.0712453687555942	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC3	-0.00049819648925142	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC4	0.00952501867291038	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC5	0.00493208309823381	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC6	0.00937652235480402	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC7	0.00756329357996887	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC8	-0.0346175426768481	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC9	-0.0460934826995496	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC10	0.00988282755155483	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC11	-0.0176752438118156	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC12	0.000172751852353309	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC13	0.00250922304086483	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEPL	PC14	0.0122378694583076	Neutrophil percentage of leucocytes	Neutrophil percentage of leucocytes	""
NEUC	PC1	-0.000439858117685163	Neutrophil Count	Neutrophil Count	""
NEUC	PC2	0.0996361737262546	Neutrophil Count	Neutrophil Count	""
NEUC	PC3	-0.00783382448106392	Neutrophil Count	Neutrophil Count	""
NEUC	PC4	-0.00112682732731375	Neutrophil Count	Neutrophil Count	""
NEUC	PC5	0.00346740504264724	Neutrophil Count	Neutrophil Count	""
NEUC	PC6	-0.018955284140961	Neutrophil Count	Neutrophil Count	""
NEUC	PC7	0.00371347413782753	Neutrophil Count	Neutrophil Count	""
NEUC	PC8	0.0193372160910112	Neutrophil Count	Neutrophil Count	""
NEUC	PC9	0.000720287535573462	Neutrophil Count	Neutrophil Count	""
NEUC	PC10	0.00026372700134475	Neutrophil Count	Neutrophil Count	""
NEUC	PC11	-0.0330026642804907	Neutrophil Count	Neutrophil Count	""
NEUC	PC12	-0.00618844597285125	Neutrophil Count	Neutrophil Count	""
NEUC	PC13	-0.0139587871196026	Neutrophil Count	Neutrophil Count	""
NEUC	PC14	0.00837129559842078	Neutrophil Count	Neutrophil Count	""
PLAC	PC1	-0.0064447890162139	Platelet count	Platelet count	""
PLAC	PC2	0.00954279037340361	Platelet count	Platelet count	""
PLAC	PC3	-0.0648472231369512	Platelet count	Platelet count	""
PLAC	PC4	-0.00320550613489745	Platelet count	Platelet count	""
PLAC	PC5	0.0310762496775499	Platelet count	Platelet count	""
PLAC	PC6	-0.00903841081946245	Platelet count	Platelet count	""
PLAC	PC7	-0.0209600444543734	Platelet count	Platelet count	""
PLAC	PC8	0.0822984469561349	Platelet count	Platelet count	""
PLAC	PC9	-0.0417506655595458	Platelet count	Platelet count	""
PLAC	PC10	-0.0240729950210456	Platelet count	Platelet count	""
PLAC	PC11	0.00662540014013352	Platelet count	Platelet count	""
PLAC	PC12	0.010767421869161	Platelet count	Platelet count	""
PLAC	PC13	-0.0407256976715344	Platelet count	Platelet count	""
PLAC	PC14	-0.0158125368320732	Platelet count	Platelet count	""
PLACR	PC1	-0.00665925004524729	Platelet crit	Platelet crit	""
PLACR	PC2	0.0171817717805707	Platelet crit	Platelet crit	""
PLACR	PC3	0.00400432505016242	Platelet crit	Platelet crit	""
PLACR	PC4	-0.00509349005689373	Platelet crit	Platelet crit	""
PLACR	PC5	0.0341026251816521	Platelet crit	Platelet crit	""
PLACR	PC6	-0.0119014076175904	Platelet crit	Platelet crit	""
PLACR	PC7	-0.0239900393389903	Platelet crit	Platelet crit	""
PLACR	PC8	0.088894586470563	Platelet crit	Platelet crit	""
PLACR	PC9	-0.0397204088113368	Platelet crit	Platelet crit	""
PLACR	PC10	-0.0215007309733377	Platelet crit	Platelet crit	""
PLACR	PC11	0.00575125881681007	Platelet crit	Platelet crit	""
PLACR	PC12	0.00303409694100791	Platelet crit	Platelet crit	""
PLACR	PC13	-0.0520752296670819	Platelet crit	Platelet crit	""
PLACR	PC14	-0.0181848267084744	Platelet crit	Platelet crit	""
PLADW	PC1	-0.00202828373356712	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC2	0.00829889744461266	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC3	0.0922369108329136	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC4	-0.0015562468794322	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC5	-0.0017309537407712	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC6	-0.00210886059045634	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC7	0.0100590868693266	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC8	0.00738183436630475	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC9	-0.002735552880675	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC10	0.00132309893283803	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC11	0.00320583783548202	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC12	-0.00950831399870887	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC13	0.0751142624878255	Platelet component Distribution Width	Platelet component Distribution Width	""
PLADW	PC14	0.00645528329578087	Platelet component Distribution Width	Platelet component Distribution Width	""
PLAV	PC1	0.000743613049295756	Mean platelet volume	Mean platelet volume	""
PLAV	PC2	0.0119066426582785	Mean platelet volume	Mean platelet volume	""
PLAV	PC3	0.1444922298619	Mean platelet volume	Mean platelet volume	""
PLAV	PC4	-0.00207565500131482	Mean platelet volume	Mean platelet volume	""
PLAV	PC5	-0.00256673763223962	Mean platelet volume	Mean platelet volume	""
PLAV	PC6	-0.00305099217203956	Mean platelet volume	Mean platelet volume	""
PLAV	PC7	0.00090633281890138	Mean platelet volume	Mean platelet volume	""
PLAV	PC8	-0.0105307887077651	Mean platelet volume	Mean platelet volume	""
PLAV	PC9	0.0157866506415477	Mean platelet volume	Mean platelet volume	""
PLAV	PC10	0.01201275214646	Mean platelet volume	Mean platelet volume	""
PLAV	PC11	-0.00366017297263282	Mean platelet volume	Mean platelet volume	""
PLAV	PC12	-0.0164189995027089	Mean platelet volume	Mean platelet volume	""
PLAV	PC13	-0.00950751990150494	Mean platelet volume	Mean platelet volume	""
PLAV	PC14	-0.000596343856280858	Mean platelet volume	Mean platelet volume	""
RBCW	PC1	0.00401467845560733	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC2	0.00107707282766808	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC3	0.00513342241818414	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC4	-0.00919199162852864	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC5	-0.00336225626653815	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC6	-0.00131824840814026	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC7	-0.0788520984025979	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC8	-0.000339127279522407	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC9	0.00159061817313741	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC10	0.0404574660470381	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC11	0.00271672616414375	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC12	-0.089273832394891	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC13	0.00558960785234179	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RBCW	PC14	-0.0195028124296013	Red Blood Cell Distribution Width	Red Blood Cell Distribution Width	""
RETC	PC1	0.0536942633421276	Reticulocyte count	Reticulocyte count	""
RETC	PC2	0.00531939836366172	Reticulocyte count	Reticulocyte count	""
RETC	PC3	0.00246230609753143	Reticulocyte count	Reticulocyte count	""
RETC	PC4	0.10441449757965	Reticulocyte count	Reticulocyte count	""
RETC	PC5	0.0143399619571585	Reticulocyte count	Reticulocyte count	""
RETC	PC6	4.80981766755317e-06	Reticulocyte count	Reticulocyte count	""
RETC	PC7	0.0223724879591065	Reticulocyte count	Reticulocyte count	""
RETC	PC8	0.0347144269740791	Reticulocyte count	Reticulocyte count	""
RETC	PC9	0.000445137580733424	Reticulocyte count	Reticulocyte count	""
RETC	PC10	0.0284045893619062	Reticulocyte count	Reticulocyte count	""
RETC	PC11	0.00207974619060944	Reticulocyte count	Reticulocyte count	""
RETC	PC12	0.0043287844240683	Reticulocyte count	Reticulocyte count	""
RETC	PC13	0.011923552873645	Reticulocyte count	Reticulocyte count	""
RETC	PC14	0.0376943281526324	Reticulocyte count	Reticulocyte count	""
RETFRC	PC1	0.0662678463198612	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC2	0.00419986350016748	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC3	0.00280440289354258	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC4	0.106116354858694	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC5	0.0173088601852183	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC6	-0.000342752028403356	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC7	0.0284471928096148	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC8	0.0289670070499413	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC9	-0.00214792772826946	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC10	0.00920267839937871	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC11	0.00158814176663477	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC12	0.0022471466481199	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC13	0.0107432632069667	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETFRC	PC14	0.0274678390815577	Reticulocyte fraction of red cells	Reticulocyte fraction of red cells	""
RETHLC	PC1	0.0858268308210918	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC2	0.00568774205412881	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC3	3.04800319198099e-05	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC4	0.0841126774273508	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC5	0.0164227542628193	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC6	-0.0030323075115369	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC7	0.00639127640294116	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC8	0.0292544407297827	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC9	0.00137291964675529	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC10	0.021203234340919	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC11	0.00175950785329637	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC12	0.00310567803987306	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC13	0.00915170721079777	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLC	PC14	0.041069430538286	High light scatter reticulocyte count	High light scatter reticulocyte count	""
RETHLPRC	PC1	0.0935894804089375	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC2	0.00484861977083809	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC3	0.000327215849560706	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC4	0.0843918752564293	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC5	0.0181983731214115	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC6	-0.00324957898664211	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC7	0.010015575190237	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC8	0.0250094669930996	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC9	-0.000379950157926374	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC10	0.00804108797439445	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC11	0.00146266349373475	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC12	0.00160178856217244	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC13	0.00826740357918934	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETHLPRC	PC14	0.0340373235883021	High Light Scatter Reticulocyte percentage of red cells	High Light Scatter Reticulocyte percentage of red cells	""
RETIF	PC1	0.101845723193351	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC2	0.00453558933725704	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC3	-0.0031477889325184	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC4	0.0266734690372604	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC5	0.0136067836768324	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC6	-0.00701015030786372	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC7	-0.0200809963883169	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC8	0.0120915077540391	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC9	0.00299025699622957	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC10	0.00422993290152327	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC11	-0.000190495352089	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC12	0.000412215797079145	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC13	0.000195151468208909	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
RETIF	PC14	0.0302728643353215	Immature fraction of reticulocytes	Immature fraction of reticulocytes	""
